code,disease,category
25500,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25505,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25515,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25520,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25525,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25526,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25530,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25535,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25545,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25560,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25565,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25574,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25575,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25600,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25605,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25606,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25607,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25608,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25609,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25622,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25624,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25628,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25630,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25635,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25645,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25650,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25651,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25652,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25660,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25670,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25671,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25675,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25676,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25680,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25685,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25690,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25695,"""Fracture and/or Dislocation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25800,"""Arthrodesis Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25805,"""Arthrodesis Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25810,"""Arthrodesis Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25820,"""Arthrodesis Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25825,"""Arthrodesis Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25830,"""Arthrodesis Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25900,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25905,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25907,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25909,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25915,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25920,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25922,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25924,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25927,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25929,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25931,"""Amputation Procedures on the Forearm and Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
25999,"""Other Procedures on the Forearm or Wrist.Musculoskeletal. Orthopedic Procedures""",Surgery
26010,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26011,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26020,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26025,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26030,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26034,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26035,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26037,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26040,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26045,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26055,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26060,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26070,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26075,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26080,"""Incision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26100,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26105,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26110,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26111,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26113,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26115,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26116,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26117,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26118,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26121,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26123,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26125,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26130,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26135,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26140,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26145,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26160,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26170,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26180,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26185,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26200,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26205,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26210,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26215,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26230,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26235,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26236,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26250,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26260,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26262,"""Excision Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26320,"""Introduction or Removal Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26340,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26341,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26350,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26352,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26356,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26357,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26358,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26370,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26372,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26373,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26390,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26392,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26410,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26412,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26415,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26416,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26418,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26420,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26426,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26428,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26432,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26433,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26434,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26437,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26440,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26442,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26445,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26449,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand Surgery""",Surgery
26450,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26455,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26460,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26471,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26474,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26476,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26477,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26478,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26479,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26480,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26483,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26485,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26489,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26490,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26492,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26494,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26496,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26497,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26498,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26499,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers. Foot toe procedures""",Surgery
26500,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26502,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26508,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26510,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26516,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26517,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26518,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26520,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26525,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26530,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26531,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26535,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26536,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26540,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26541,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26542,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26545,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26546,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26548,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26550,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Finger repair""",Surgery
26551,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26553,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26554,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26555,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26556,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26560,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26561,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26562,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26565,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26567,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26568,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26580,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26587,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26590,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26591,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26593,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26596,"""Repair Revision and/or Reconstruction Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26600,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26605,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26607,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26608,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Musculoskeletal Procedures.""",Surgery
26615,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand reconstruction""",Surgery
26641,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand reconstruction""",Surgery
26645,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand reconstruction""",Surgery
26650,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Plastic and Reconstructive Surgery. Hand reconstruction""",Surgery
26665,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26670,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26675,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26676,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26685,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26686,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26700,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26705,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26706,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26715,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26720,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26725,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26727,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26735,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26740,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26742,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26746,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26750,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26755,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26756,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26765,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26770,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26775,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26776,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26785,"""Fracture and/or Dislocation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26820,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26841,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26842,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26843,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26844,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26850,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26852,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26860,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26861,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26862,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26863,"""Arthrodesis Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26910,"""Amputation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26951,"""Amputation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26952,"""Amputation Procedures on the Hand and Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26989,"""Other Procedures on the Hands or Fingers.Pelvis. Hip. and Femur Procedures""",Surgery
26990,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
26991,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
26992,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27000,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27001,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27003,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27005,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27006,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27025,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27027,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27030,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27033,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27035,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
27036,"""Incision Procedures on the Pelvis and Hip Joint.Pelvis. Hip. and Femur Procedures""",Surgery
