code,disease,category
A7501,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7502,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7503,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7504,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7505,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7506,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7507,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7508,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7509,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7520,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7521,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7522,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7523,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7524,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7525,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7526,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A7527,"""Tracheostoma Supplies .""",Transportation Services. medical equipment and supplies
A8000,"""Helmets .""",Transportation Services. medical equipment and supplies
A8001,"""Helmets .""",Transportation Services. medical equipment and supplies
A8002,"""Helmets .""",Transportation Services. medical equipment and supplies
A8003,"""Helmets .""",Transportation Services. medical equipment and supplies
A9150,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9152,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9153,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9155,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9156,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9180,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9268,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9269,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9270,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9272,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9273,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9274,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9275,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9276,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9277,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9278,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9279,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9280,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9281,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9282,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9283,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9284,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9285,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9286,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9291,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9292,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9300,"""Miscellaneous Supplies and Equipment.""",Transportation Services. medical equipment and supplies
A9500,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9501,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9502,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9503,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9504,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9505,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9507,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9508,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9509,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9510,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9512,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9513,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9515,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9516,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9517,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9520,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9521,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9524,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9526,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9527,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9528,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9529,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9530,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9531,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9532,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9536,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9537,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9538,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9539,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9540,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9541,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9542,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9543,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9546,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9547,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9548,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9550,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9551,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9552,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9553,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9554,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9555,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9556,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9557,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9558,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9559,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9560,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9561,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9562,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9563,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9564,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9566,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9567,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9568,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9569,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9570,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9571,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9572,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9573,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9575,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9576,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9577,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9578,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9579,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9580,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9581,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9582,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9583,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9584,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9585,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9586,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9587,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9588,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9589,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9590,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9591,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9592,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9593,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9594,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9595,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9596,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9597,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9598,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9600,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9601,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9602,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9603,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9604,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9606,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9607,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9608,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9609,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9697,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9698,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9699,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9700,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9800,"""Diagnostic and Therapeutic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A9900,"""Miscellaneous DME Supplies and Services .""",Transportation Services. medical equipment and supplies
A9901,"""Miscellaneous DME Supplies and Services .""",Transportation Services. medical equipment and supplies
A9999,"""Miscellaneous DME Supplies and Services .""",Transportation Services. medical equipment and supplies
B4034,"""Enteral Feeding Supplies and Equipment .""",Transportation Services. medical equipment and supplies
B4035,"""Enteral Feeding Supplies and Equipment .""",Transportation Services. medical equipment and supplies
B4036,"""Enteral Feeding Supplies and Equipment .""",Transportation Services. medical equipment and supplies
B4081,"""Enteral Feeding Supplies and Equipment .""",Transportation Services. medical equipment and supplies
B4082,"""Enteral Feeding Supplies and Equipment .""",Transportation Services. medical equipment and supplies
B4083,"""Enteral Feeding Supplies and Equipment .""",Transportation Services. medical equipment and supplies
B4087,"""Enteral Feeding Supplies and Equipment .""",Transportation Services. medical equipment and supplies
B4088,"""Enteral Feeding Supplies and Equipment .""",Transportation Services. medical equipment and supplies
B4100,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4102,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4103,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4104,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4105,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4148,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4149,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4150,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4152,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4153,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4154,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4155,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4157,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4158,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4159,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4160,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4161,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4162,"""Enteral Formulas and Additives .""",Transportation Services. medical equipment and supplies
B4164,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4168,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4172,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4176,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4178,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4180,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4185,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4187,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4189,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4193,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4197,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4199,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4216,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4220,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4222,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B4224,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B5000,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B5100,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B5200,"""Parenteral Solutions and Supplies .""",Transportation Services. medical equipment and supplies
B9002,"""Nutrition Infusion Pumps and Supplies Not Otherwise Classified NOC.""",Transportation Services. medical equipment and supplies
B9004,"""Nutrition Infusion Pumps and Supplies Not Otherwise Classified NOC.""",Transportation Services. medical equipment and supplies
B9006,"""Nutrition Infusion Pumps and Supplies Not Otherwise Classified NOC.""",Transportation Services. medical equipment and supplies
B9998,"""Nutrition Infusion Pumps and Supplies Not Otherwise Classified NOC.""",Transportation Services. medical equipment and supplies
B9999,"""Nutrition Infusion Pumps and Supplies Not Otherwise Classified NOC.""",Transportation Services. medical equipment and supplies
C1052,"""Other Therapeutic Procedures.""",Transportation Services. medical equipment and supplies
C1600,"""Surgical Imaging Devices and Grafts.""",Transportation Services. medical equipment and supplies
C1601,"""Surgical Imaging Devices and Grafts.""",Transportation Services. medical equipment and supplies
C1602,"""Surgical Imaging Devices and Grafts.""",Transportation Services. medical equipment and supplies
C1603,"""Surgical Imaging Devices and Grafts.""",Transportation Services. medical equipment and supplies
C1713,"""Assorted Devices and Supplies .""",Transportation Services. medical equipment and supplies
C1714,"""Assorted Devices and Supplies .""",Transportation Services. medical equipment and supplies
C1715,"""Assorted Devices and Supplies .""",Transportation Services. medical equipment and supplies
C1716,"""Brachytherapy Sources .""",Transportation Services. medical equipment and supplies
C1717,"""Brachytherapy Sources .""",Transportation Services. medical equipment and supplies
C1719,"""Brachytherapy Sources .""",Transportation Services. medical equipment and supplies
C1721,"""Cardioverter-defibrillators.""",Transportation Services. medical equipment and supplies
C1722,"""Cardioverter-defibrillators.""",Transportation Services. medical equipment and supplies
C1724,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1725,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1726,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1727,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1728,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1729,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1730,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1731,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1732,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1733,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1734,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1747,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1748,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1749,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1750,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1751,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1752,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1753,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1754,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1755,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1756,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1757,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1758,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1759,"""Catheters for Multiple Applications .""",Transportation Services. medical equipment and supplies
C1760,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1761,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1762,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1763,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1764,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1765,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1766,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1767,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1768,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1769,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1770,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1771,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1772,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1773,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1776,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1777,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1778,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1779,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1780,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1781,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1782,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1783,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1784,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1785,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1786,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1787,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1788,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1789,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1813,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1814,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1815,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1816,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1817,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1818,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1819,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1820,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1821,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1822,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1823,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1824,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1825,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1826,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1827,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1830,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1831,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1832,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1833,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1839,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1840,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1874,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1875,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1876,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1877,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1878,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1880,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1881,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1882,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1883,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1884,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1885,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1886,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1887,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1888,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1889,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1890,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1891,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1892,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1893,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1894,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1895,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1896,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1897,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1898,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1899,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1900,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C1982,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C2596,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C2613,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C2614,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C2615,"""Assorted Devices Implants and Systems .""",Transportation Services. medical equipment and supplies
C2616,"""Brachytherapy Sources .""",Transportation Services. medical equipment and supplies
C2617,"""Assorted Cardiovascular and Genitourinary Devices .""",Transportation Services. medical equipment and supplies
C2618,"""Assorted Cardiovascular and Genitourinary Devices .""",Transportation Services. medical equipment and supplies
C2619,"""Assorted Cardiovascular and Genitourinary Devices .""",Transportation Services. medical equipment and supplies
C2620,"""Assorted Cardiovascular and Genitourinary Devices .""",Transportation Services. medical equipment and supplies
C2621,"""Assorted Cardiovascular and Genitourinary Devices .""",Transportation Services. medical equipment and supplies
C2622,"""Assorted Cardiovascular and Genitourinary Devices .""",Transportation Services. medical equipment and supplies
C2623,"""Assorted Cardiovascular and Genitourinary Devices .""",Transportation Services. medical equipment and supplies
C2624,"""Assorted Cardiovascular and Genitourinary Devices .""",Transportation Services. medical equipment and supplies
